ImpressionID,CampaignName,AdvertiserName,PublisherName,AdFormat,DeviceType,EventTime,EventType,Revenue,Cost,PixelFired,CreativeID
SIMP2007774,Summer_Sale,OmniAds,CookingBlog,video,Desktop,2024-12-10 08:41:59.248179,click,16.33,0.7992,Y,CR8926
SIMP2007775,Retargeting,Marketify,MovieHub,native,Mobile,2025-01-12 15:17:56.248179,click,6.57,1.5103,Y,CR9110
SIMP2007776,Retargeting,Acme Corp,MovieHub,richmedia,Mobile,2024-08-25 08:31:21.248179,impression,0.0,0.6108,N,CR7325
SIMP2007777,AppInstall,OmniAds,FashionMag,native,Desktop,2024-01-04 06:00:48.248179,impression,0.0,0.1699,N,CR9433
SIMP2007778,AppInstall,BlueSky,CookingBlog,native,Tablet,2023-11-29 10:37:34.248179,impression,0.0,0.2722,N,CR6724
SIMP2007779,AppInstall,Globex,CookingBlog,banner,Mobile,2024-04-25 01:56:01.248179,click,44.0,0.2365,N,CR7321
SIMP2007780,BrandAwareness,OmniAds,SportsDaily,video,Tablet,2023-11-21 00:36:22.248179,impression,0.0,0.3749,Y,CR9494
SIMP2007781,Summer_Sale,BlueSky,CookingBlog,native,Tablet,2024-05-20 07:52:07.248179,impression,0.0,1.8731,Y,CR8859
SIMP2007782,NewLaunch,Marketify,FashionMag,native,Desktop,2025-03-06 02:26:00.248179,impression,0.0,0.471,Y,CR8652
SIMP2007783,AppInstall ,Marketify,NewsToday,banner,Mobile,2025-07-20 09:56:51.248179,impression,0.0,0.2346,N,CR6264
SIMP2007784,Retargeting,Adverto,CookingBlog,banner,Mobile,2024-12-03 02:04:00.248179,impression,0.0,1.274,N,CR1988
SIMP2007785,Summer_Sale,Adverto,CookingBlog,video,Tablet,2025-08-10 08:37:54.248179,impression,0.0,1.5546,N,CR7350
SIMP2007786,BrandAwareness,Innotech,SportsDaily,native,Desktop,2025-04-12 06:05:54.248179,impression,0.0,0.6324,N,CR9194
SIMP2007787,AppInstall,Acme Corp,TechForum,richmedia,Tablet,2025-10-19 06:56:45.248179,click,0.97,1.253,N,CR8643
SIMP2007788,Summer_Sale,Adverto,NewsToday,interstitial,Tablet,2025-09-26 02:12:44.248179,click,15.95,1.658,Y,CR3673
SIMP2007789,BrandAwareness,Acme Corp,CookingBlog,video,Tablet,2024-12-23 03:22:15.248179,impression,0.0,1.5344,N,CR4796
SIMP2007790,BrandAwareness,Acme Corp,SportsDaily,native,Desktop,2024-07-07 09:39:36.248179,impression,0.0,1.1047,Y,CR6198
SIMP2007791,NewLaunch,BlueSky,MovieHub,banner,Desktop,2024-04-21 00:31:32.248179,impression,0.0,0.0133,N,CR2668
SIMP2007792,Holiday Promo ,Innotech,CookingBlog,native,Desktop,2024-12-15 13:46:08.248179,impression,0.0,1.8341,N,CR1224
SIMP2007793,Prospect_Camp,Marketify,NewsToday,video,Mobile,2025-10-13 06:41:05.248179,click,20.12,1.3449,N,CR3101
SIMP2007794,Retargeting,Marketify,FashionMag,native,Desktop,2024-12-19 19:30:00.248179,impression,0.0,0.6001,Y,CR9299
SIMP2007795,Summer_Sale ,Adverto,TechForum,banner,Tablet,2023-12-14 20:52:50.248179,impression,0.0,0.1161,N,CR4492
SIMP2007796,NewLaunch,Marketify,CookingBlog,banner,Tablet,2025-01-04 18:12:53.248179,impression,0.0,0.1081,Y,CR1437
SIMP2007797,BrandAwareness,Innotech,TechForum,video,Tablet,2024-07-30 03:07:03.248179,impression,0.0,1.9471,N,CR4559
SIMP2007798,Holiday Promo,Globex,TechForum,video,Tablet,2025-06-04 14:59:56.248179,impression,0.0,1.3851,Y,CR6739
SIMP2007799,AppInstall,BlueSky,MovieHub,native,Mobile,2024-04-30 09:56:28.248179,impression,0.0,1.4187,N,CR9941
SIMP2007800,Retargeting,Innotech,SportsDaily,video,Mobile,2025-01-12 22:12:04.248179,impression,0.0,1.5063,Y,CR8744
SIMP2007801,Retargeting,Innotech,SportsDaily,interstitial,Mobile,2025-07-10 15:50:14.248179,impression,0.0,0.5152,N,CR5515
SIMP2007802,NewLaunch,Innotech,TechForum,native,Mobile,2025-08-31 09:52:03.248179,impression,0.0,0.5661,N,CR7958
SIMP2007803,Holiday Promo,BlueSky,MovieHub,banner,Mobile,2024-06-17 02:28:11.248179,click,29.92,1.6689,N,CR5948
SIMP2007804,AppInstall,OmniAds,TechForum,video,Mobile,2024-11-24 21:10:26.248179,impression,0.0,1.1499,Y,CR6243
SIMP2007805,Retargeting,Globex,CookingBlog,video,Mobile,2025-06-27 00:25:27.248179,click,44.46,1.0351,Y,CR2018
SIMP2007806,Summer_Sale,BlueSky,TechForum,native,Mobile,2024-06-21 22:27:45.248179,conversion,11.81,1.6359,N,CR6700
SIMP2007807,Video_Boost,Innotech,CookingBlog,native,Mobile,2023-11-18 14:33:24.248179,click,20.52,1.8291,Y,CR5574
SIMP2007808,Holiday Promo,Marketify,TechForum,native,Desktop,2024-01-10 16:44:24.248179,click,42.39,1.5662,Y,CR5784
SIMP2007809,Prospect_Camp,Innotech,TechForum,native,Desktop,2025-04-06 15:27:12.248179,impression,0.0,1.389,N,CR6339
SIMP2007810,Summer_Sale,Marketify,CookingBlog,banner,Desktop,2024-03-27 03:39:14.248179,impression,0.0,0.4478,N,CR3027
SIMP2007811,Retargeting ,Innotech,FashionMag,richmedia,Tablet,2024-08-10 09:12:57.248179,impression,0.0,1.9935,N,CR5657
SIMP2007812,Prospect_Camp,Innotech,SportsDaily,video,Tablet,2025-01-27 09:05:31.248179,impression,0.0,1.543,N,CR1115
SIMP2007813,Retargeting,Marketify,CookingBlog,banner,Tablet,2025-01-21 00:23:13.248179,impression,0.0,0.0656,N,CR9815
SIMP2007814,Summer_Sale,BlueSky,TechForum,video,Tablet,2024-04-25 02:24:01.248179,impression,0.0,0.3178,Y,CR4702
SIMP2007815,Retargeting,Globex,SportsDaily,richmedia,Tablet,2025-02-21 12:55:21.248179,click,29.76,0.8441,N,CR3408
SIMP2007816,BrandAwareness,Innotech,CookingBlog,banner,Tablet,2024-12-07 02:15:30.248179,impression,0.0,1.7174,N,CR8871
SIMP2007817,NewLaunch,Acme Corp,FashionMag,interstitial,Desktop,2025-06-10 08:56:23.248179,impression,0.0,0.1325,N,CR9485
SIMP2007818,Summer_Sale,Marketify,SportsDaily,video,Desktop,2024-02-29 20:58:31.248179,impression,0.0,1.7547,Y,CR6114
SIMP2007819,BrandAwareness,Acme Corp,MovieHub,native,Tablet,2023-12-16 22:52:57.248179,impression,0.0,1.8473,Y,CR6458
SIMP2007820,Summer_Sale,BlueSky,MovieHub,richmedia,Desktop,2025-07-08 11:42:05.248179,impression,0.0,1.5656,N,CR5837
SIMP2007821,Prospect_Camp,OmniAds,TechForum,video,Desktop,2024-01-05 07:53:52.248179,impression,0.0,0.3956,N,CR4280
SIMP2007822,AppInstall,Adverto,TechForum,native,Mobile,2025-03-11 01:18:56.248179,impression,0.0,1.6062,N,CR6642
SIMP2007823,Video_Boost,Acme Corp,SportsDaily,video,Desktop,2024-08-09 14:08:51.248179,impression,0.0,0.7744,Y,CR1119
SIMP2007824,Summer_Sale,BlueSky,SportsDaily,native,Mobile,2025-04-16 02:28:54.248179,impression,0.0,0.1616,N,CR3977
SIMP2007825,Summer_Sale,Marketify,CookingBlog,richmedia,Desktop,2025-08-27 15:29:49.248179,impression,0.0,1.7782,N,CR7985
SIMP2007826,Holiday Promo,Marketify,TechForum,banner,Desktop,2024-09-28 05:46:25.248179,impression,0.0,1.4389,Y,CR7213
SIMP2007827,NewLaunch,Globex,NewsToday,banner,Desktop,2024-08-30 21:02:03.248179,impression,0.0,1.0926,Y,CR3006
SIMP2007828,Retargeting,BlueSky,TechForum,interstitial,Tablet,2025-02-11 08:56:00.248179,impression,0.0,0.4775,N,CR1263
SIMP2007829,Video_Boost,Adverto,NewsToday,interstitial,Desktop,2025-01-30 14:30:48.248179,impression,0.0,0.5583,N,CR1796
SIMP2007830,Summer_Sale ,Globex,FashionMag,richmedia,Tablet,2023-11-07 14:55:44.248179,impression,0.0,0.9988,N,CR6931
SIMP2007831,Video_Boost,OmniAds,TechForum,native,Mobile,2025-01-15 22:00:32.248179,click,25.54,0.6073,N,CR7763
SIMP2007832,Holiday Promo,Acme Corp,CookingBlog,native,Tablet,2023-12-04 06:56:07.248179,impression,0.0,0.0137,N,CR7405
SIMP2007833,BrandAwareness,OmniAds,FashionMag,banner,Desktop,2024-12-24 23:14:59.248179,impression,0.0,0.5167,N,CR3605
SIMP2007834,Holiday Promo,Adverto,CookingBlog,banner,Desktop,2024-04-13 07:37:19.248179,impression,0.0,1.2546,Y,CR7104
SIMP2007835,Holiday Promo,Acme Corp,NewsToday,richmedia,Desktop,2025-10-31 11:04:08.248179,impression,0.0,1.5524,N,CR4701
SIMP2007836,AppInstall,BlueSky,TechForum,richmedia,Tablet,2025-03-20 19:20:16.248179,impression,0.0,1.2003,Y,CR5073
SIMP2007837,NewLaunch,Adverto,NewsToday,native,Mobile,2024-12-16 13:22:52.248179,impression,0.0,0.1721,N,CR2777
SIMP2007838,Summer_Sale,Adverto,CookingBlog,interstitial,Desktop,2025-02-24 06:42:45.248179,impression,0.0,0.3029,Y,CR8872
SIMP2007839,Summer_Sale,Adverto,TechForum,native,Desktop,2025-08-10 15:45:34.248179,click,41.47,0.5576,N,CR5806
SIMP2007840,Retargeting,Acme Corp,NewsToday,interstitial,Tablet,2024-10-20 02:58:09.248179,impression,0.0,0.9354,Y,CR5818
SIMP2007841,Summer_Sale,Adverto,TechForum,native,Mobile,2024-11-25 12:51:59.248179,conversion,6.16,0.3805,N,CR6385
SIMP2007842,BrandAwareness,Innotech,TechForum,banner,Tablet,2024-11-28 06:53:24.248179,click,40.15,1.4002,Y,CR2457
SIMP2007843,Prospect_Camp,Innotech,NewsToday,interstitial,Mobile,2025-10-28 02:52:20.248179,click,23.71,0.0703,Y,CR7071
SIMP2007844,Holiday Promo,Adverto,FashionMag,richmedia,Tablet,2025-09-30 06:45:43.248179,conversion,2.92,0.9963,Y,CR9946
SIMP2007845,BrandAwareness,Marketify,SportsDaily,richmedia,Desktop,2025-10-06 23:23:30.248179,click,36.99,1.5441,N,CR7568
SIMP2007846,BrandAwareness ,BlueSky,TechForum,richmedia,Tablet,2025-09-02 02:41:28.248179,impression,0.0,0.6728,Y,CR7565
SIMP2007847,AppInstall,Globex,SportsDaily,banner,Mobile,2025-06-24 03:53:06.248179,impression,0.0,0.156,Y,CR2481
SIMP2007848,Retargeting,Acme Corp,SportsDaily,video,Tablet,2024-03-18 13:56:12.248179,click,35.23,1.2492,N,CR9460
SIMP2007849,Retargeting,Innotech,NewsToday,banner,Tablet,2024-01-14 16:39:32.248179,impression,0.0,1.0339,Y,CR5844
SIMP2007850,Summer_Sale,Innotech,TechForum,video,Tablet,2024-10-18 19:16:37.248179,impression,0.0,1.2385,N,CR7040
SIMP2007851,NewLaunch,Acme Corp,CookingBlog,native,Mobile,2024-04-10 17:09:22.248179,conversion,23.89,1.041,N,CR8797
SIMP2007852,NewLaunch ,BlueSky,TechForum,interstitial,Mobile,2025-08-30 23:25:50.248179,click,34.45,1.6735,N,CR7051
SIMP2007853,NewLaunch,Adverto,MovieHub,banner,Mobile,2025-07-29 02:17:35.248179,click,14.36,0.4703,N,CR5875
SIMP2007854,NewLaunch,OmniAds,MovieHub,interstitial,Tablet,2024-01-07 12:36:02.248179,impression,0.0,0.8445,N,CR1003
SIMP2007855,Holiday Promo,BlueSky,SportsDaily,interstitial,Tablet,2025-04-19 01:27:16.248179,impression,0.0,1.454,N,CR2866
SIMP2007856,NewLaunch,Globex,TechForum,banner,Desktop,2023-11-16 15:11:04.248179,click,3.99,0.1143,N,CR3411
SIMP2007857,Retargeting,Acme Corp,CookingBlog,video,Desktop,2025-05-25 10:52:36.248179,impression,0.0,1.7877,Y,CR3060
SIMP2007858,Summer_Sale,Adverto,TechForum,video,Mobile,2023-11-23 07:40:14.248179,impression,0.0,0.6257,N,CR1556
SIMP2007859,Video_Boost,Globex,TechForum,banner,Tablet,2024-11-09 20:02:07.248179,impression,0.0,0.7543,N,CR4350
SIMP2007860,NewLaunch,Adverto,TechForum,video,Mobile,2025-05-18 01:21:26.248179,conversion,26.49,1.8309,N,CR6427
SIMP2007861,Retargeting ,OmniAds,SportsDaily,interstitial,Tablet,2025-03-29 12:40:28.248179,impression,0.0,0.976,Y,CR7583
SIMP2007862,BrandAwareness,Adverto,MovieHub,native,Tablet,2024-06-24 14:57:40.248179,impression,0.0,0.4029,Y,CR4847
SIMP2007863,Video_Boost,Adverto,SportsDaily,interstitial,Desktop,2025-04-14 15:05:06.248179,impression,0.0,1.2168,N,CR9457
SIMP2007864,BrandAwareness ,Globex,SportsDaily,interstitial,Desktop,2024-08-01 21:51:33.248179,impression,0.0,1.5589,Y,CR1291
SIMP2007865,Retargeting,BlueSky,MovieHub,native,Mobile,2024-06-28 02:55:23.248179,conversion,48.38,0.746,N,CR7311
SIMP2007866,NewLaunch,Innotech,FashionMag,video,Tablet,2025-03-18 11:46:02.248179,impression,0.0,0.432,N,CR5617
SIMP2007867,Retargeting,Globex,FashionMag,native,Mobile,2024-10-11 03:23:51.248179,impression,0.0,1.4502,N,CR3086
SIMP2007868,Retargeting,Marketify,FashionMag,video,Tablet,2024-03-05 23:16:13.248179,click,32.88,1.6957,Y,CR2733
SIMP2007869,Summer_Sale,Globex,FashionMag,native,Desktop,2024-08-15 05:48:40.248179,impression,0.0,1.5163,Y,CR8650
SIMP2007870,AppInstall,Adverto,FashionMag,interstitial,Desktop,2025-05-15 13:15:42.248179,impression,0.0,1.3913,Y,CR7002
SIMP2007871,AppInstall ,OmniAds,TechForum,video,Tablet,2023-12-01 21:33:35.248179,impression,0.0,0.894,N,CR9600
SIMP2007872,Prospect_Camp,OmniAds,TechForum,interstitial,Desktop,2024-05-11 08:34:38.248179,click,37.35,1.822,N,CR8704
SIMP2007873,NewLaunch,Innotech,NewsToday,video,Desktop,2024-09-26 09:44:24.248179,impression,0.0,0.1143,Y,CR9720
SIMP2007874,Video_Boost,Globex,FashionMag,richmedia,Desktop,2024-01-27 13:55:25.248179,impression,0.0,1.5357,Y,CR1913
SIMP2007875,Video_Boost,Adverto,FashionMag,richmedia,Mobile,2025-02-17 07:28:48.248179,impression,0.0,1.3418,Y,CR3657
SIMP2007876,AppInstall,Adverto,CookingBlog,richmedia,Desktop,2023-11-08 18:52:28.248179,impression,0.0,1.2049,N,CR6960
SIMP2007877,Video_Boost,Adverto,TechForum,richmedia,Desktop,2024-02-18 19:10:52.248179,click,38.75,1.123,N,CR7864
SIMP2007878,NewLaunch,Marketify,SportsDaily,video,Desktop,2024-04-05 02:37:24.248179,click,6.19,0.45,Y,CR3898
SIMP2007879,AppInstall,Innotech,SportsDaily,video,Mobile,2023-12-26 23:19:20.248179,click,18.93,0.9966,N,CR1305
SIMP2007880,BrandAwareness,Marketify,CookingBlog,interstitial,Tablet,2024-07-30 17:21:03.248179,click,44.89,1.835,N,CR8228
SIMP2007881,Prospect_Camp,Globex,CookingBlog,native,Mobile,2025-08-18 15:36:55.248179,impression,0.0,0.9727,Y,CR2271
SIMP2007882,AppInstall,Globex,NewsToday,banner,Mobile,2024-09-08 07:04:51.248179,impression,0.0,1.9155,Y,CR2255
SIMP2007883,Holiday Promo,Globex,SportsDaily,banner,Desktop,2024-09-12 09:16:41.248179,impression,0.0,1.891,N,CR5657
SIMP2007884,BrandAwareness,Acme Corp,MovieHub,richmedia,Mobile,2025-10-31 17:53:34.248179,impression,0.0,1.5232,Y,CR3994
SIMP2007885,Summer_Sale,Adverto,TechForum,richmedia,Mobile,2025-08-18 14:28:26.248179,impression,0.0,0.335,Y,CR2393
SIMP2007886,Video_Boost,Innotech,CookingBlog,interstitial,Mobile,2024-09-24 18:21:46.248179,impression,0.0,1.2668,Y,CR1083
SIMP2007887,Summer_Sale,Acme Corp,SportsDaily,banner,Mobile,2025-08-23 19:44:29.248179,click,29.51,1.0276,Y,CR4364
SIMP2007888,AppInstall,OmniAds,SportsDaily,native,Mobile,2025-10-09 03:52:24.248179,impression,0.0,1.1629,Y,CR9950
SIMP2007889,Holiday Promo,Marketify,MovieHub,interstitial,Tablet,2025-04-24 20:48:05.248179,impression,0.0,0.5643,Y,CR6153
SIMP2007890,Summer_Sale,OmniAds,NewsToday,interstitial,Tablet,2025-01-09 17:46:08.248179,impression,0.0,1.8598,Y,CR9073
SIMP2007891,BrandAwareness,Innotech,SportsDaily,banner,Mobile,2024-07-02 23:29:33.248179,conversion,28.48,1.3613,N,CR5822
SIMP2007892,AppInstall,Globex,MovieHub,video,Desktop,2024-04-22 11:19:00.248179,impression,0.0,1.4971,Y,CR8538
SIMP2007893,NewLaunch,Acme Corp,CookingBlog,banner,Mobile,2025-01-19 02:47:19.248179,impression,0.0,0.6033,N,CR5158
SIMP2007894,Retargeting,Innotech,NewsToday,native,Tablet,2023-11-10 23:09:30.248179,impression,0.0,1.7437,Y,CR8569
SIMP2007895,Summer_Sale,Globex,TechForum,video,Mobile,2023-11-05 19:45:15.248179,impression,0.0,1.7421,Y,CR6509
SIMP2007896,NewLaunch ,Marketify,SportsDaily,richmedia,Desktop,2024-03-17 14:34:29.248179,impression,0.0,0.2889,N,CR3179
SIMP2007897,BrandAwareness,BlueSky,NewsToday,banner,Mobile,2024-11-08 21:52:05.248179,click,17.86,1.5118,N,CR7404
SIMP2007898,AppInstall,Acme Corp,NewsToday,native,Desktop,2025-02-08 14:39:26.248179,impression,0.0,0.9505,Y,CR6575
SIMP2007899,NewLaunch,Marketify,SportsDaily,video,Tablet,2025-08-28 12:47:25.248179,impression,0.0,1.8791,Y,CR5249
SIMP2007900,NewLaunch,OmniAds,MovieHub,native,Tablet,2025-08-03 06:19:30.248179,click,29.03,1.6962,N,CR9574
SIMP2007901,BrandAwareness,Globex,TechForum,interstitial,Desktop,2024-02-27 04:01:16.248179,impression,0.0,0.9667,Y,CR7180
SIMP2007902,Prospect_Camp ,Marketify,FashionMag,banner,Mobile,2025-10-19 04:58:51.248179,click,40.5,0.3384,Y,CR9232
SIMP2007903,Video_Boost,Globex,SportsDaily,video,Tablet,2025-04-17 10:08:31.248179,impression,0.0,0.4736,Y,CR8077
SIMP2007904,NewLaunch,Marketify,SportsDaily,interstitial,Tablet,2025-05-23 19:50:52.248179,impression,0.0,0.0993,Y,CR9085
SIMP2007905,Video_Boost,Acme Corp,SportsDaily,video,Tablet,2023-11-20 21:32:57.248179,impression,0.0,0.3191,N,CR3444
SIMP2007906,Retargeting,OmniAds,CookingBlog,richmedia,Tablet,2025-09-28 17:03:47.248179,impression,0.0,1.1296,N,CR3686
SIMP2007907,Video_Boost,Globex,TechForum,video,Desktop,2024-01-23 23:47:59.248179,click,25.18,1.317,N,CR7500
SIMP2007908,Holiday Promo,Innotech,NewsToday,richmedia,Tablet,2024-06-14 15:15:06.248179,impression,0.0,1.4417,Y,CR9270
SIMP2007909,Prospect_Camp,OmniAds,CookingBlog,interstitial,Desktop,2024-11-18 11:49:41.248179,impression,0.0,1.2827,Y,CR4714
SIMP2007910,Holiday Promo,BlueSky,CookingBlog,interstitial,Desktop,2024-11-02 05:59:56.248179,impression,0.0,1.0503,N,CR9589
SIMP2007911,BrandAwareness,Innotech,SportsDaily,richmedia,Desktop,2025-03-25 06:33:29.248179,impression,0.0,0.4863,N,CR4653
SIMP2007912,AppInstall,Innotech,SportsDaily,richmedia,Desktop,2024-06-26 22:05:26.248179,impression,0.0,0.4555,N,CR3352
SIMP2007913,Summer_Sale,OmniAds,SportsDaily,video,Tablet,2024-04-07 15:09:14.248179,click,23.88,0.0945,Y,CR9849
SIMP2007914,Retargeting,BlueSky,NewsToday,richmedia,Mobile,2024-02-16 08:04:44.248179,impression,0.0,0.9998,N,CR9610
SIMP2007915,BrandAwareness ,BlueSky,MovieHub,video,Desktop,2025-07-03 09:57:24.248179,impression,0.0,1.8898,Y,CR8641
SIMP2007916,Holiday Promo,Acme Corp,NewsToday,native,Mobile,2024-09-07 06:14:23.248179,impression,0.0,0.1924,Y,CR8957
SIMP2007917,AppInstall,OmniAds,FashionMag,interstitial,Tablet,2025-07-15 12:36:11.248179,impression,0.0,0.2968,N,CR3940
SIMP2007918,NewLaunch,Globex,CookingBlog,banner,Mobile,2025-05-05 03:45:40.248179,impression,0.0,0.8485,Y,CR5574
SIMP2007919,Holiday Promo,Innotech,TechForum,video,Desktop,2023-12-15 01:07:06.248179,impression,0.0,1.2802,Y,CR2665
SIMP2007920,Video_Boost,Marketify,TechForum,banner,Tablet,2024-08-31 02:48:42.248179,impression,0.0,0.2044,Y,CR4314
SIMP2007921,Holiday Promo,Innotech,FashionMag,interstitial,Desktop,2025-03-02 23:46:56.248179,impression,0.0,1.4418,Y,CR4105
SIMP2007922,Summer_Sale,OmniAds,TechForum,interstitial,Desktop,2024-02-07 19:12:31.248179,impression,0.0,0.6542,N,CR5548
SIMP2007923,Holiday Promo,Adverto,MovieHub,banner,Tablet,2023-11-29 10:36:03.248179,impression,0.0,1.5237,Y,CR8580
SIMP2007924,Retargeting,Globex,FashionMag,interstitial,Mobile,2025-04-04 15:37:23.248179,conversion,47.23,0.1393,Y,CR5233
SIMP2007925,Summer_Sale,OmniAds,SportsDaily,banner,Tablet,2024-12-02 08:36:13.248179,impression,0.0,1.8214,N,CR6556
SIMP2007926,Holiday Promo,Marketify,TechForum,native,Mobile,2024-10-10 08:51:46.248179,impression,0.0,0.9396,N,CR7909
SIMP2007927,Video_Boost,Acme Corp,TechForum,video,Tablet,2025-06-10 05:20:48.248179,impression,0.0,0.388,Y,CR3856
SIMP2007928,Summer_Sale,Acme Corp,NewsToday,richmedia,Mobile,2024-01-02 03:52:31.248179,impression,0.0,1.9624,N,CR6912
SIMP2007929,AppInstall,Adverto,FashionMag,native,Desktop,2024-02-17 19:08:17.248179,impression,0.0,0.1466,N,CR4236
SIMP2007930,Prospect_Camp,Acme Corp,SportsDaily,native,Mobile,2024-09-18 17:37:14.248179,impression,0.0,0.7507,Y,CR8684
SIMP2007931,NewLaunch,Adverto,TechForum,native,Tablet,2025-01-06 22:43:44.248179,impression,0.0,1.7975,Y,CR4526
SIMP2007932,Video_Boost,OmniAds,MovieHub,banner,Tablet,2025-10-05 01:22:36.248179,impression,0.0,1.4882,N,CR9410
SIMP2007933,Retargeting,Globex,MovieHub,native,Mobile,2025-07-21 18:50:14.248179,click,43.1,0.3185,Y,CR4658
SIMP2007934,Video_Boost,Adverto,MovieHub,interstitial,Mobile,2024-12-20 11:06:08.248179,impression,0.0,0.3704,N,CR1169
SIMP2007935,NewLaunch,Acme Corp,SportsDaily,interstitial,Tablet,2024-11-15 03:39:07.248179,impression,0.0,0.4548,Y,CR7090
SIMP2007936,Retargeting ,Globex,NewsToday,richmedia,Tablet,2024-01-08 17:23:41.248179,impression,0.0,1.6381,Y,CR1104
SIMP2007937,Retargeting,Acme Corp,TechForum,video,Desktop,2023-12-09 02:10:59.248179,impression,0.0,0.3868,N,CR2766
SIMP2007938,NewLaunch,OmniAds,TechForum,native,Tablet,2025-06-12 18:13:47.248179,impression,0.0,0.6771,N,CR3340
SIMP2007939,Retargeting,BlueSky,FashionMag,richmedia,Tablet,2024-04-08 21:23:47.248179,impression,0.0,1.7627,N,CR6970
SIMP2007940,Summer_Sale,Innotech,MovieHub,richmedia,Desktop,2024-07-01 12:08:05.248179,impression,0.0,0.5132,Y,CR4064
SIMP2007941,AppInstall,Adverto,MovieHub,interstitial,Mobile,2024-01-31 03:42:52.248179,click,36.81,0.3353,Y,CR8458
SIMP2007942,AppInstall,Acme Corp,SportsDaily,video,Desktop,2024-08-15 04:50:51.248179,impression,0.0,1.9144,Y,CR4855
SIMP2007943,Retargeting,Innotech,FashionMag,interstitial,Desktop,2024-06-23 23:57:38.248179,click,44.13,0.5783,Y,CR6795
SIMP2007944,BrandAwareness,Marketify,MovieHub,banner,Mobile,2025-02-09 10:56:27.248179,impression,0.0,0.7385,Y,CR8722
SIMP2007945,Video_Boost,Acme Corp,SportsDaily,native,Mobile,2025-09-13 07:25:03.248179,impression,0.0,1.5927,N,CR2987
SIMP2007946,BrandAwareness,Acme Corp,SportsDaily,native,Desktop,2024-09-06 17:30:24.248179,impression,0.0,1.2065,N,CR8775
SIMP2007947,Video_Boost,Acme Corp,CookingBlog,interstitial,Mobile,2024-05-28 23:19:06.248179,impression,0.0,1.0123,Y,CR1487
SIMP2007948,NewLaunch,Globex,SportsDaily,video,Mobile,2024-06-02 03:34:48.248179,impression,0.0,1.9316,Y,CR8000
SIMP2007949,NewLaunch,OmniAds,FashionMag,native,Desktop,2024-01-21 22:41:05.248179,impression,0.0,0.6829,Y,CR2451
SIMP2007950,Video_Boost,OmniAds,FashionMag,richmedia,Mobile,2024-02-26 15:01:09.248179,impression,0.0,0.223,Y,CR8166
SIMP2007951,AppInstall,Adverto,CookingBlog,richmedia,Tablet,2024-09-06 16:22:54.248179,impression,0.0,1.1225,N,CR2397
SIMP2007952,Prospect_Camp,Marketify,NewsToday,native,Desktop,2025-03-21 23:37:16.248179,impression,0.0,0.1588,Y,CR4136
SIMP2007953,Retargeting,BlueSky,MovieHub,video,Desktop,2025-04-25 02:30:03.248179,impression,0.0,1.4727,N,CR5627
SIMP2007954,NewLaunch,Marketify,CookingBlog,banner,Mobile,2025-03-01 19:49:05.248179,impression,0.0,1.6844,N,CR7083
SIMP2007955,Summer_Sale,OmniAds,FashionMag,banner,Mobile,2024-09-24 21:44:58.248179,impression,0.0,0.1247,N,CR1276
SIMP2007956,Retargeting,Globex,CookingBlog,native,Tablet,2024-10-14 00:07:18.248179,impression,0.0,0.6392,Y,CR9373
SIMP2007957,BrandAwareness,Marketify,SportsDaily,richmedia,Mobile,2024-02-10 16:52:38.248179,impression,0.0,0.8681,Y,CR4279
SIMP2007958,Holiday Promo,Marketify,FashionMag,richmedia,Mobile,2024-09-08 15:20:31.248179,impression,0.0,0.3462,N,CR2978
SIMP2007959,Holiday Promo,Acme Corp,TechForum,video,Tablet,2025-02-01 01:24:56.248179,impression,0.0,0.5958,N,CR1375
SIMP2007960,Summer_Sale,Globex,FashionMag,richmedia,Desktop,2025-08-03 20:13:58.248179,click,48.06,0.4658,Y,CR2113
SIMP2007961,BrandAwareness,Marketify,MovieHub,video,Mobile,2025-01-09 16:48:07.248179,impression,0.0,1.485,Y,CR8450
SIMP2007962,Holiday Promo ,OmniAds,FashionMag,interstitial,Desktop,2024-05-13 06:40:59.248179,impression,0.0,1.2451,N,CR1539
SIMP2007963,Prospect_Camp,Acme Corp,CookingBlog,native,Tablet,2025-04-26 00:50:05.248179,click,37.28,1.5514,N,CR3093
SIMP2007964,Retargeting,Adverto,TechForum,interstitial,Mobile,2023-11-23 10:14:22.248179,impression,0.0,1.7376,Y,CR4629
SIMP2007965,NewLaunch,BlueSky,SportsDaily,interstitial,Desktop,2025-09-28 07:30:38.248179,impression,0.0,1.1654,N,CR2046
SIMP2007966,Video_Boost ,OmniAds,CookingBlog,richmedia,Desktop,2025-10-16 13:38:44.248179,impression,0.0,0.2988,N,CR6401
SIMP2007967,AppInstall,Acme Corp,SportsDaily,native,Desktop,2024-11-04 10:38:58.248179,conversion,18.21,0.0697,N,CR7220
SIMP2007968,Summer_Sale,Marketify,MovieHub,richmedia,Tablet,2024-09-05 12:18:39.248179,impression,0.0,0.5385,N,CR5762
SIMP2007969,Prospect_Camp,Adverto,SportsDaily,banner,Desktop,2024-06-09 15:38:58.248179,conversion,24.96,0.2654,N,CR6532
SIMP2007970,Video_Boost,BlueSky,NewsToday,interstitial,Desktop,2023-12-19 05:17:22.248179,impression,0.0,0.1048,N,CR4223
